time,players,tidi,tidi_fastavg,tidi_avg,tidi_slowavg,maptick,num_timers,air_turf_cost,air_eg_cost,air_highpressure_cost,air_hotspots_cost,air_superconductivity_cost,air_pipenets_cost,air_rebuilds_cost,air_turf_count,air_eg_count,air_hotspot_count,air_network_count,air_delta_count,air_superconductive_count,all_queries,queries_active,queries_standby,send_maps,send_maps_count,initial_house,initial_house_count,cleanup,cleanup_count,client_loop,client_loop_count,per_client,per_client_count,deleted_images,deleted_images_count,hud_update,hud_update_count,statpanel_update,statpanel_update_count,map_data,map_data_count,check_eye_pos,check_eye_pos_count,update_chunks,update_chunks_count,turfmap_updates,turfmap_updates_count,changed_turfs,changed_turfs_count,turf_chunk_info,turf_chunk_info_count,obj_changes,obj_changes_count,mob_changes,mob_changes_count,send_turf_vis_conts,send_turf_vis_conts_count,pending_animations,pending_animations_count,look_for_movable_changes,look_for_movable_changes_count,check_turf_vis_conts,check_turf_vis_conts_count,check_hud/image_vis_contents,check_hud/image_vis_contents_count,turfs_in_range,turfs_in_range_count,movables_examined,movables_examined_count
232,0,0,0,0,0,0.0313568,39,0,0,0,0,0,0,0,1575,0,0,281,0,0,0,0,0,0.0140102,366,0.0120383,366,0.0018752,366,7.9e-005,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,1,737,221.1,44.22,4.422,0.223991,0,0,0,0,0,0,0,0,1576,0,0,281,0,0,3,0,0,0.0326143,566,0.0125218,566,0.0030153,566,0.0170499,566,0.0075325,192,4.43e-005,192,0.0008843,17,0.0001098,25,0.0064701,192,0.000743,192,0.000138,153,8.88e-005,2,0,0,6.3e-005,190,0.000277,192,0.0012563,192,7.3e-005,192,1.78e-005,192,0.0037229,192,0.0002142,192,0.0029945,192,0.000401,153,16248,192
432,1,37,165.87,68.55,10.8348,0.205124,0,0,0,0,0,0,0,0,1576,0,0,281,0,0,0,0,0,0.0541842,766,0.0126625,766,0.0040948,766,0.0373906,766,0.0155286,392,8.45e-005,392,0.0011791,30,0.0001909,50,0.014016,392,0.0012133,392,0.0003244,353,8.88e-005,2,0,0,0.0001282,390,0.0005048,392,0.0028279,392,0.0001313,392,3.2e-005,392,0.0085762,392,0.0004743,392,0.0069965,392,0.0008998,353,37448,392
532,1,29,124.809,79.8018,17.7315,0.594696,0,0,0,0,0,0,0,0,1576,0,0,281,0,0,0,0,0,0.13356,966,0.012894,966,0.0051618,966,0.115458,966,0.0830607,592,0.0001386,592,0.0052487,101,0.0003272,75,0.0772718,592,0.0017003,592,0.0005614,553,0.0107184,14,0,0,0.0001936,578,0.0121476,592,0.004556,592,0.0001909,592,0.0010605,592,0.0458544,592,0.0051633,592,0.0104956,592,0.0295785,553,203618,592
632,1,36,98.1663,83.4747,24.3058,0.607872,0,0,0,0,0,0,0,0,1576,0,0,281,0,0,0,0,0,0.19564,1166,0.0130655,1166,0.0062378,1166,0.176279,1166,0.13132,792,0.0001811,792,0.0056349,116,0.0004177,100,0.124997,792,0.0022184,792,0.0008168,753,0.0107184,14,0,0,0.000262,778,0.0130331,792,0.006256,792,0.0002517,792,0.0010743,792,0.0899746,792,0.0119448,792,0.0145973,792,0.0620918,753,392218,792
732,1,23,75.6164,81.903,30.0655,0.586884,0,0,0,0,0,0,0,0,1576,0,0,281,0,0,0,0,0,0.25701,1366,0.013235,1366,0.0073078,1366,0.236399,1366,0.178752,992,0.0002212,992,0.0059953,130,0.0005059,125,0.171927,992,0.0027336,992,0.0010763,953,0.0107184,14,0,0,0.0003319,978,0.0137146,992,0.007962,992,0.0003144,992,0.0010897,992,0.133491,992,0.0186996,992,0.0186394,992,0.0941191,953,580818,992
832,1,16,57.7315,77.0687,34.7659,0.640373,0,0,0,0,0,0,0,0,1576,0,0,281,0,0,0,0,0,0.321538,1566,0.0133924,1566,0.0084502,1566,0.299617,1566,0.228932,1192,0.000264,1192,0.0063807,145,0.0005871,150,0.22158,1192,0.0032493,1192,0.0013673,1153,0.0107184,14,0,0,0.0004021,1178,0.0146897,1192,0.0096221,1192,0.0003819,1192,0.0011055,1192,0.179442,1192,0.0256242,1192,0.0231064,1192,0.127882,1153,769418,1192
932,1,0,40.412,69.7374,38.263,0.668923,0,0,0,0,0,0,0,0,1576,0,0,281,0,0,0,0,0,0.385852,1766,0.0135316,1766,0.0096054,1766,0.362627,1766,0.279464,1392,0.0003071,1392,0.0067632,158,0.0006559,175,0.271603,1392,0.0037392,1392,0.0016897,1353,0.0107184,14,0,0,0.0004696,1378,0.0153727,1392,0.0111708,1392,0.000447,1392,0.0011215,1392,0.226151,1392,0.0324753,1392,0.0277261,1392,0.162265,1353,958018,1392
1032,1,5,29.7884,61.7476,40.6115,0.648537,16,13.5133,0.0939516,0.212701,0.00221187,0.00189903,9.39183,0,126,17,0,281,0,0,0,0,0,0.449197,1966,0.0140149,1966,0.0106951,1966,0.424388,1966,0.328582,1592,0.0003465,1592,0.0070365,170,0.000728,200,0.320319,1592,0.0041779,1592,0.001956,1553,0.0107184,14,4.34e-005,2,0.0005381,1578,0.0162777,1592,0.0127836,1592,0.0005083,1592,0.0011411,1592,0.271351,1592,0.0393788,1592,0.0321339,1592,0.19537,1553,1146386,1592
1132,1,1,21.1519,53.6285,41.9132,0.577696,16,4.19963,0.274121,0.132921,0.00308667,0.00274225,8.10383,0,57,12,0,281,0,0,0,0,0,0.511343,2166,0.0148841,2166,0.0117897,2166,0.48456,2166,0.37667,1792,0.0003831,1792,0.0074851,188,0.0007944,225,0.367841,1792,0.004559,1792,0.0021754,1753,0.0107184,14,4.34e-005,2,0.0006028,1778,0.0172783,1792,0.0142569,1792,0.0005704,1792,0.0011607,1792,0.315559,1792,0.0461887,1792,0.0363922,1792,0.227769,1753,1334186,1792
1232,1,0,14.8063,45.864,42.3083,0.58585,17,2.72209,0.127885,0.0754419,0.00322474,0.00240551,7.24391,0,36,5,0,281,0,0,0,0,0,0.570613,2366,0.0154826,2366,0.0127994,2366,0.542212,2366,0.423186,1992,0.000417,1992,0.0079906,208,0.0008588,250,0.413739,1992,0.004914,1992,0.0024097,1953,0.0107184,14,0.0002885,4,0.0006663,1978,0.018262,1992,0.0157869,1992,0.0006327,1992,0.0011767,1992,0.357878,1992,0.0527108,1992,0.0404363,1992,0.258784,1953,1521986,1992
1332,1,1,10.6644,38.8241,41.9598,0.580151,19,2.27154,0.146175,0.0516703,0.00292728,0.00233268,6.80025,0,41,5,0,281,0,0,0,0,0,0.628708,2566,0.0160333,2566,0.0138833,2566,0.598662,2566,0.46838,2192,0.0004501,2192,0.0084056,225,0.0009369,275,0.458391,2192,0.0052727,2192,0.0026553,2153,0.0107184,14,0.0003082,5,0.0007267,2178,0.0191907,2192,0.0171817,2192,0.0006896,2192,0.0011961,2192,0.399359,2192,0.0587867,2192,0.044573,2192,0.289334,2153,1709786,2192
1432,1,0,7.4651,32.5523,41.0191,0.551958,20,2.80958,0.154226,0.0507211,0.00300824,0.00239134,6.76644,0,43,10,0,281,0,0,0,0,0,0.6858,2766,0.016586,2766,0.0148599,2766,0.654213,2766,0.512924,2392,0.00048,2392,0.0086774,237,0.0009983,300,0.502559,2392,0.0055964,2392,0.0028582,2353,0.0107184,14,0.0003082,5,0.0008143,2378,0.0201452,2392,0.018491,2392,0.000749,2392,0.0012165,2392,0.440479,2392,0.0648233,2392,0.0485607,2392,0.319702,2353,1897586,2392
1532,1,0,5.22557,27.087,39.6259,0.583462,15,2.36089,0.162164,0.0597474,0.00293635,0.00262805,6.80269,0,27,6,0,281,0,0,0,0,0,0.742709,2966,0.0170216,2966,0.0158375,2966,0.709699,2966,0.557258,2592,0.0005111,2592,0.0089511,250,0.001062,325,0.546509,2592,0.0059242,2592,0.0030616,2553,0.0107184,14,0.0003082,5,0.0008721,2578,0.0207976,2592,0.0199796,2592,0.000809,2592,0.0012314,2592,0.481535,2592,0.0708615,2592,0.052585,2592,0.349974,2553,2085386,2592
1632,1,0,3.6579,22.4012,37.9034,0.589701,16,2.17289,0.154145,0.0458796,0.00429782,0.00242914,6.85475,0,25,5,0,281,0,0,0,0,0,0.803866,3166,0.0175526,3166,0.0168992,3166,0.769253,3166,0.604219,2792,0.0005507,2792,0.0093434,266,0.00113,350,0.592954,2792,0.0062946,2792,0.003286,2753,0.0107184,14,0.0003082,5,0.0009388,2778,0.021716,2792,0.0214581,2792,0.0008711,2792,0.0012511,2792,0.524746,2792,0.0777045,2792,0.05666,2792,0.381516,2753,2273186,2792
1732,1,0,2.56053,18.433,35.9564,0.563972,32,2.16792,0.153206,0.0444723,0.00301152,0.00232452,6.87108,0,38,4,0,281,0,0,0,0,0,0.863082,3366,0.0181604,3366,0.0179148,3366,0.826836,3366,0.65026,2992,0.0005856,2992,0.0096815,281,0.0011951,375,0.638542,2992,0.0066771,2992,0.0035164,2953,0.0107184,14,0.0006447,7,0.0010032,2978,0.0226254,2992,0.0228401,2992,0.0009317,2992,0.0012703,2992,0.566859,2992,0.0843045,2992,0.0607195,2992,0.41227,2953,2460986,2992
1832,1,1,2.09237,15.1649,33.8772,0.631201,23,2.15951,0.125412,0.0451477,0.0030507,0.00237537,6.74041,0,24,4,0,281,0,0,0,0,0,0.924913,3566,0.0186797,3566,0.0190908,3566,0.886962,3566,0.6988,3192,0.0006215,3192,0.0103727,306,0.0012621,400,0.686271,3192,0.0070384,3192,0.0037402,3153,0.0107184,14,0.0006889,9,0.0010661,3178,0.0242498,3192,0.0243121,3192,0.0009898,3192,0.0013003,3192,0.610619,3192,0.0910982,3192,0.0647526,3192,0.444474,3153,2653401,3192
1932,1,0,1.46466,12.4249,31.732,0.598743,20,2.42629,0.162744,0.045411,0.00305772,0.0024028,7.02784,0,26,8,0,281,0,0,0,0,0,0.987069,3766,0.0191587,3766,0.0201316,3766,0.947588,3766,0.747501,3392,0.0006583,3392,0.0108723,325,0.0013376,425,0.734345,3392,0.0074209,3392,0.0039705,3353,0.0107184,14,0.0006889,9,0.0011311,3378,0.0256209,3392,0.0257713,3392,0.0010518,3392,0.0013321,3392,0.654998,3392,0.0982452,3392,0.0687837,3392,0.476915,3353,2846551,3392
2032,1,0,1.02526,10.1449,29.5733,0.638432,16,2.21147,0.15428,0.0441178,0.00294082,0.00236347,6.66934,0,25,5,0,281,0,0,0,0,0,1.05039,3966,0.0196778,3966,0.0211367,3966,1.00938,3966,0.797912,3592,0.0006925,3592,0.0121389,363,0.0014187,450,0.78336,3592,0.0077827,3592,0.004207,3553,0.0107184,14,0.0007604,17,0.0011925,3578,0.0280382,3592,0.0273771,3592,0.0011173,3592,0.0014786,3592,0.69892,3592,0.105377,3592,0.0726793,3592,0.509119,3553,3040620,3592
2132,1,0,0.717683,8.25948,27.4419,0.627695,17,2.09048,0.126419,0.0445761,0.00300218,0.0023862,6.70118,0,38,4,0,281,0,0,0,0,0,1.11305,4166,0.0201739,4166,0.0221592,4166,1.07051,4166,0.847763,3792,0.0007391,3792,0.0131545,396,0.0014966,475,0.832055,3792,0.0081685,3792,0.0044303,3753,0.0107184,14,0.0007604,17,0.0012538,3778,0.030232,3792,0.0288076,3792,0.0011755,3792,0.0016393,3792,0.742993,3792,0.112631,3792,0.076579,3792,0.541314,3753,3238728,3792
2232,1,0,0.502378,6.70806,25.3685,0.655216,19,2.19344,0.131835,0.0447367,0.00308169,0.00255641,6.77047,0,26,5,0,281,0,0,0,0,0,1.17413,4366,0.0206495,4366,0.0231554,4366,1.1301,4366,0.896078,3992,0.000774,3992,0.0134169,408,0.0015635,500,0.87999,3992,0.0085155,3992,0.0046556,3953,0.0107184,14,0.0007761,18,0.0013172,3978,0.0311834,3992,0.0302853,3992,0.0012317,3992,0.0016573,3992,0.787663,3992,0.120162,3992,0.0806786,3992,0.573365,3953,3440728,3992
2332,1,1,0.651665,5.49678,23.3813,0.582634,21,2.13076,0.138826,0.0449961,0.00302245,0.00238446,6.7567,0,25,5,0,281,0,0,0,0,0,1.23627,4566,0.0211674,4566,0.0241432,4566,1.19073,4566,0.945616,4192,0.0008274,4192,0.0142935,437,0.0016307,525,0.928515,4192,0.0088813,4192,0.0048758,4153,0.0107184,14,0.0008329,22,0.0013773,4178,0.0329757,4192,0.0317655,4192,0.0012916,4192,0.0017015,4192,0.831973,4192,0.127572,4192,0.0846493,4192,0.60553,4153,3641846,4192
2432,1,0,0.456165,4.48866,21.4921,0.636467,17,2.12847,0.139442,0.046564,0.00280596,0.00234043,6.66184,0,24,4,0,281,0,0,0,0,0,1.30167,4766,0.0216473,4766,0.025165,4766,1.25461,4766,0.998339,4392,0.0008661,4392,0.0162517,488,0.0017075,550,0.979149,4392,0.0092426,4392,0.0050973,4353,0.0111403,15,0.0008404,24,0.0014397,4374,0.0365006,4392,0.0331194,4392,0.0013539,4392,0.0018827,4392,0.876281,4392,0.134957,4392,0.0885836,4392,0.637856,4353,3838756,4392
2532,1,0,0.319316,3.65479,19.7083,0.642656,19,2.13716,0.144806,0.0464524,0.00310805,0.00426073,6.75658,0,38,4,0,281,0,0,0,0,0,1.36642,4966,0.0222462,4966,0.026252,4966,1.31768,4966,1.04963,4592,0.0009043,4592,0.0172186,516,0.0018195,575,1.02931,4592,0.0096029,4592,0.0053237,4553,0.0111403,15,0.0009684,29,0.001503,4572,0.0386294,4592,0.0344695,4592,0.0014158,4592,0.0019436,4592,0.921926,4592,0.14267,4592,0.0931738,4592,0.670484,4553,4031999,4592
2632,1,0,0.223521,2.96854,18.0344,0.622484,17,2.21846,0.129947,0.0443242,0.002931,0.00242007,6.69213,0,28,6,0,281,0,0,0,0,0,1.43015,5166,0.0227476,5166,0.0272678,5166,1.37987,5166,1.10066,4792,0.0009381,4792,0.0188234,561,0.0018885,600,1.07861,4792,0.0099521,4792,0.0055498,4753,0.0111403,15,0.0010135,34,0.0015691,4772,0.0410824,4792,0.035818,4792,0.0014807,4792,0.0020064,4792,0.966465,4792,0.150007,4792,0.0974873,4792,0.702673,4753,4226587,4792
2732,1,0,0.156465,2.40612,16.4715,0.706024,18,2.20754,0.14074,0.0463262,0.0033666,0.00239019,7.11963,0,24,5,0,281,0,0,0,0,0,1.49653,5366,0.0232752,5366,0.0283725,5366,1.44461,5366,1.15238,4992,0.0009782,4992,0.0192149,574,0.0019624,625,1.12982,4992,0.0103442,4992,0.0057954,4953,0.0111403,15,0.0010135,34,0.0016406,4972,0.041789,4992,0.0374602,4992,0.0015456,4992,0.002023,4992,1.0144,4992,0.157887,4992,0.102489,4992,0.736773,4953,4420187,4992
2832,1,0,0.109525,1.9468,15.0191,0.663252,21,2.11601,0.147732,0.0453948,0.00317843,0.0023398,6.5925,0,24,4,0,281,0,0,0,0,0,1.56183,5566,0.02388,5566,0.0294795,5566,1.50819,5566,1.20323,5192,0.0010196,5192,0.0197745,592,0.0020312,650,1.17998,5192,0.0107323,5192,0.0060681,5153,0.0111403,15,0.0011135,37,0.0017071,5172,0.043065,5192,0.0389473,5192,0.0016069,5192,0.0020433,5192,1.06076,5192,0.165705,5192,0.107237,5192,0.76975,5153,4613787,5192
2932,1,0,0.0766677,1.57278,13.6744,0.68066,16,2.12808,0.146071,0.0467806,0.00293206,0.00240954,8.10709,0.2256,38,4,0,283,0,0,0,0,0,1.6253,5766,0.0245048,5766,0.0305454,5766,1.56996,5766,1.25374,5392,0.0010686,5392,0.0210059,628,0.0021066,675,1.22912,5392,0.0111181,5392,0.0062979,5353,0.0111403,15,0.0011237,39,0.0017635,5350,0.0458306,5392,0.0402746,5392,0.0016691,5392,0.0020917,5392,1.1049,5392,0.17304,5392,0.111655,5392,0.80145,5353,4805004,5392
3032,1,1,0.353667,1.32895,12.4399,0.609344,19,2.16466,0.131174,0.0450331,0.00301273,0.00236085,8.22044,0,26,5,0,281,0,0,0,0,0,1.68878,5966,0.0250278,5966,0.0315545,5966,1.6319,5966,1.30436,5592,0.0011226,5592,0.0223181,669,0.0021799,700,1.27828,5592,0.0114735,5592,0.0065114,5553,0.0111403,15,0.0011511,40,0.0018187,5523,0.0492883,5592,0.0413792,5592,0.0017299,5592,0.0021064,5592,1.14865,5592,0.180285,5592,0.116143,5592,0.832848,5553,4996762,5592
3132,1,0,0.247567,1.11268,11.3072,0.54044,19,2.1189,0.138812,0.0457978,0.00290195,0.00236851,7.86963,0,26,7,0,281,0,0,0,0,0,1.75714,6166,0.0255141,6166,0.0326124,6166,1.69871,6166,1.36018,5792,0.0011686,5792,0.0254485,742,0.0022832,725,1.33081,5792,0.0118135,5792,0.0067327,5753,0.0120899,17,0.001164,42,0.0018795,5715,0.0550975,5792,0.0429345,5792,0.0018104,5792,0.002408,5792,1.19173,5792,0.187551,5792,0.120185,5792,0.864077,5753,5184847,5792
3232,1,1,0.473297,0.984801,10.2749,0.563179,16,2.00361,0.143374,0.0442547,0.00291747,0.00243565,8.07188,0,24,4,0,281,0,0,0,0,0,1.81462,6366,0.0261303,6366,0.0336525,6366,1.75452,6366,1.40431,5992,0.0012118,5992,0.0268577,784,0.0023444,750,1.37341,5992,0.0121956,5992,0.0069586,5953,0.0120899,17,0.0014253,47,0.0019393,5902,0.0575061,5992,0.0442338,5992,0.0018868,5992,0.0024307,5992,1.22946,5992,0.194391,5992,0.124541,5992,0.889988,5953,5341209,5992
3332,1,0,0.331308,0.854102,9.33284,0.6182,21,1.99835,0.13784,0.042608,0.0029449,0.00230828,8.09208,0,38,4,0,281,0,0,0,0,0,1.87394,6566,0.0265951,6566,0.0346661,6566,1.81234,6566,1.45141,6192,0.0012939,6192,0.0294751,843,0.0024574,775,1.41768,6192,0.0125574,6192,0.0071729,6153,0.0128838,19,0.001435,49,0.0020129,6084,0.0619976,6192,0.0455325,6192,0.0019448,6192,0.0027663,6192,1.26599,6192,0.201073,6192,0.128734,6192,0.91512,6153,5494677,6192
3432,1,0,0.231916,0.729665,8.47253,0.574575,20,2.14347,0.165242,0.0416985,0.00321103,0.00260031,8.11722,0.0244,27,5,0,281,0,0,0,0,0,1.93325,6766,0.0271615,6766,0.0357177,6766,1.87003,6766,1.49757,6392,0.0013472,6392,0.0311693,891,0.0025418,800,1.462,6392,0.0129252,6392,0.0073955,6353,0.0128838,19,0.0015602,53,0.0020697,6261,0.0651074,6392,0.0468561,6392,0.0020019,6392,0.0028524,6392,1.30484,6392,0.208136,6392,0.133047,6392,0.941968,6353,5656934,6392
3532,1,0,0.162341,0.6162,7.68689,0.58589,19,1.99855,0.138073,0.0398147,0.00307674,0.00230877,8.15329,0,24,5,0,281,0,0,0,0,0,1.9937,6966,0.0276943,6966,0.0367899,6966,1.92886,6966,1.54454,6592,0.0013921,6592,0.032805,938,0.0026497,825,1.50716,6592,0.0132924,6592,0.0076248,6553,0.0128838,19,0.0015786,54,0.0021338,6453,0.0677676,6592,0.0482703,6592,0.002063,6592,0.0029653,6592,1.34493,6592,0.215398,6592,0.137505,6592,0.969699,6553,5820738,6592
3632,1,0,0.113639,0.515688,6.96977,0.621925,22,2.08557,0.165918,0.0402203,0.0033052,0.00239184,8.2718,0,24,4,0,281,0,0,0,0,0,2.05471,7166,0.0282241,7166,0.0378812,7166,1.98824,7166,1.5914,6792,0.0014419,6792,0.0333386,955,0.0027256,850,1.55334,6792,0.0136873,6792,0.0078735,6753,0.0128838,19,0.0016176,55,0.002198,6645,0.069183,6792,0.0497681,6792,0.0021242,6792,0.002994,6792,1.38723,6792,0.223412,6792,0.142369,6792,0.998355,6753,5989117,6792
3732,1,0,0.079547,0.42846,6.31564,0.566822,16,2.01215,0.152254,0.0390403,0.0032011,0.00247019,8.14843,0,40,6,0,281,0,0,0,0,0,2.1151,7366,0.0287705,7366,0.0390137,7366,2.04695,7366,1.63723,6992,0.0014812,6992,0.0336823,968,0.0027984,875,1.5987,6992,0.014091,6992,0.0081048,6953,0.0128838,19,0.0016176,55,0.0022636,6845,0.0699538,6992,0.051331,6992,0.0021873,6992,0.0030142,6992,1.42935,6992,0.231375,6992,0.147297,6992,1.0268,6953,6157717,6992
3832,1,0,0.0556829,0.353904,5.71947,0.609756,22,2.24758,0.151939,0.0381379,0.00314897,0.00238753,8.45304,0,30,7,0,281,0,0,0,0,0,2.17485,7566,0.0292899,7566,0.0400527,7566,2.10512,7566,1.68315,7192,0.0015229,7192,0.0339991,980,0.0028707,900,1.64417,7192,0.0145112,7192,0.0083433,7153,0.0128838,19,0.0016176,55,0.0023312,7045,0.0707355,7192,0.0529344,7192,0.0022474,7192,0.0030301,7192,1.4715,7192,0.239224,7192,0.152209,7192,1.0554,7153,6326317,7192
3932,1,0,0.038978,0.290919,5.17661,0.672819,17,2.0605,0.135622,0.0404705,0.00346459,0.00237544,9.05772,0,24,4,0,281,0,0,0,0,0,2.23523,7766,0.029819,7766,0.0411296,7766,2.16389,7766,1.72893,7392,0.0015817,7392,0.0343488,993,0.002939,925,1.68947,7392,0.014905,7392,0.008583,7353,0.0128838,19,0.0016176,55,0.0024022,7245,0.0716038,7392,0.0545249,7392,0.0023087,7392,0.0030498,7392,1.51343,7392,0.247172,7392,0.157063,7392,1.08376,7353,6494917,7392
4032,1,0,0.0272846,0.238192,4.68277,0.682859,19,1.97943,0.17592,0.0398426,0.00312748,0.00239833,8.53181,0,25,5,0,281,0,0,0,0,0,2.30074,7966,0.0303469,7966,0.0423635,7966,2.22763,7966,1.78017,7592,0.0016246,7592,0.0359626,1031,0.003029,950,1.73894,7592,0.0152902,7592,0.0088235,7553,0.0133824,20,0.001626,57,0.0024698,7441,0.0743731,7592,0.0561289,7592,0.0023727,7592,0.0031575,7592,1.55703,7592,0.255177,7592,0.161755,7592,1.11396,7553,6669283,7592
4132,1,0,0.0190992,0.194374,4.23393,0.642237,15,2.05657,0.140123,0.0532335,0.00300412,0.00235132,9.55464,0,47,5,0,281,0,0,0,0,0,2.36838,8166,0.0308404,8166,0.0433584,8166,2.29377,8166,1.83524,7792,0.0016618,7792,0.0375392,1071,0.0031126,975,1.79229,7792,0.0156408,7792,0.0090449,7753,0.0141566,21,0.0020186,58,0.0025315,7640,0.0788036,7792,0.057597,7792,0.0024315,7792,0.0034458,7792,1.60222,7792,0.263161,7792,0.166068,7792,1.1462,7753,6866692,7792
4232,1,0,0.0133695,0.158173,3.82635,0.631409,26,2.35823,0.135482,0.0595354,0.00286524,0.00257084,10.7031,0,35,6,0,281,0,0,0,0,0,2.43618,8366,0.0313338,8366,0.0444014,8366,2.36002,8366,1.8903,7992,0.0016962,7992,0.0389358,1105,0.0031932,1000,1.84584,7992,0.0159891,7992,0.0092823,7953,0.0152227,23,0.0020186,58,0.0025956,7838,0.0834685,7992,0.0588566,7992,0.0024894,7992,0.0042006,7992,1.64719,7992,0.271192,7992,0.170627,7992,1.17785,7953,7060709,7992
4332,1,0,0.00935863,0.12841,3.45656,0.859068,22,2.50913,0.155327,0.0581792,0.00296601,0.00242766,10.4779,0,33,8,0,281,0,0,0,0,0,2.50318,8566,0.0317824,8566,0.0453962,8566,2.42557,8566,1.94551,8192,0.0017282,8192,0.042281,1173,0.0033214,1025,1.89752,8192,0.0163412,8192,0.0094967,8153,0.0182769,29,0.0020186,58,0.0026531,8032,0.0910332,8192,0.0603216,8192,0.0025461,8192,0.0051276,8192,1.68507,8192,0.27859,8192,0.174719,8192,1.20378,8153,7218889,8192
4432,1,0,0.00655104,0.104038,3.12131,0.54767,14,2.44662,0.147454,0.0585017,0.00307922,0.00245458,11.4071,0,33,5,0,281,0,0,0,0,0,2.56404,8766,0.032261,8766,0.046397,8766,2.48494,8766,1.99462,8392,0.0017624,8392,0.0455895,1235,0.0034784,1050,1.94312,8392,0.0166844,8392,0.0097227,8353,0.0196329,34,0.0036193,67,0.0027676,8224,0.0969252,8392,0.0615636,8392,0.002604,8392,0.0061896,8392,1.71867,8392,0.285555,8392,0.178983,8392,1.22576,8353,7353517,8392
4532,1,0,0.00458573,0.0841477,2.81759,0.877491,21,2.36144,0.140292,0.0571452,0.00301798,0.00230511,11.2895,0,47,6,0,281,0,0,0,0,0,2.63275,8966,0.0327579,8966,0.0473888,8966,2.55215,8966,2.05149,8592,0.0017971,8592,0.0482085,1291,0.0035533,1075,1.99724,8592,0.0170487,8592,0.0099485,8553,0.0213819,38,0.0046187,90,0.0029148,8397,0.104411,8592,0.0625689,8592,0.0026841,8592,0.0069656,8592,1.75988,8592,0.293299,8592,0.184046,8592,1.25366,8553,7518739,8592
