time,players,tidi,tidi_fastavg,tidi_avg,tidi_slowavg,maptick,num_timers,air_turf_cost,air_eg_cost,air_highpressure_cost,air_hotspots_cost,air_superconductivity_cost,air_pipenets_cost,air_rebuilds_cost,air_turf_count,air_eg_count,air_hotspot_count,air_network_count,air_delta_count,air_superconductive_count,all_queries,queries_active,queries_standby,send_maps,send_maps_count,initial_house,initial_house_count,cleanup,cleanup_count,client_loop,client_loop_count,per_client,per_client_count,deleted_images,deleted_images_count,hud_update,hud_update_count,statpanel_update,statpanel_update_count,map_data,map_data_count,check_eye_pos,check_eye_pos_count,update_chunks,update_chunks_count,turfmap_updates,turfmap_updates_count,changed_turfs,changed_turfs_count,turf_chunk_info,turf_chunk_info_count,obj_changes,obj_changes_count,mob_changes,mob_changes_count,send_turf_vis_conts,send_turf_vis_conts_count,pending_animations,pending_animations_count,look_for_movable_changes,look_for_movable_changes_count,check_turf_vis_conts,check_turf_vis_conts_count,check_hud/image_vis_contents,check_hud/image_vis_contents_count,turfs_in_range,turfs_in_range_count,movables_examined,movables_examined_count
1224,1,0,6.84001,20.2537,18.5768,0.687265,32,9.73892,0.222321,0.695174,0.00327908,0.00285505,6.58115,0,131,10,0,214,0,0,0,0,0,0.62135,2352,0.0154047,2352,0.0117197,2352,0.594071,2352,0.502665,1991,0.0003751,1991,0.0158638,391,0.0010822,250,0.485093,1991,0.0038854,1991,0.0021682,1944,0.0121609,16,0.0011648,31,0.0006654,1969,0.0346028,1991,0.015532,1991,0.0005727,1991,0.0022104,1991,0.410716,1991,0.0655685,1991,0.0336098,1991,0.305576,1944,2000486,1991
1324,1,0,4.78801,17.1606,18.4352,0.657955,30,9.56968,0.226689,0.733819,0.00318129,0.00292403,6.88951,0,130,7,0,214,0,0,0,0,0,0.685723,2552,0.0158333,2552,0.0126855,2552,0.657039,2552,0.556248,2191,0.0004106,2191,0.0170547,430,0.0011531,275,0.537357,2191,0.0042263,2191,0.0023986,2144,0.0121609,16,0.0011724,33,0.0007311,2169,0.0370614,2191,0.0169777,2191,0.0006332,2191,0.002355,2191,0.458061,2191,0.0740448,2191,0.037343,2191,0.339921,2144,2226613,2191
1424,1,0,3.35161,14.3988,18.0316,0.683559,48,9.38606,0.294347,0.553939,0.00349147,0.00303929,6.59759,0,123,7,0,214,0,0,0,0,0,0.750036,2752,0.0164151,2752,0.0136677,2752,0.719778,2752,0.609594,2391,0.0004454,2391,0.0174734,446,0.0012131,300,0.590163,2391,0.0045752,2391,0.0026311,2344,0.0121609,16,0.0017525,36,0.0007954,2368,0.0381094,2391,0.0184009,2391,0.0006932,2391,0.0023817,2391,0.506937,2391,0.0827165,2391,0.0411991,2391,0.375437,2344,2462251,2391
1524,1,0,2.34612,11.9883,17.4272,0.633331,28,8.04269,0.345668,0.280295,0.00305001,0.00255011,6.4417,0,122,9,0,214,0,0,0,0,0,0.814371,2952,0.016812,2952,0.0146228,2952,0.782751,2952,0.663305,2591,0.0004825,2591,0.0183782,478,0.0012823,325,0.642841,2591,0.0049173,2591,0.00286,2544,0.0121609,16,0.00176,38,0.0008609,2567,0.0399806,2591,0.0197569,2591,0.000754,2591,0.0024377,2591,0.555477,2591,0.0913773,2591,0.0449429,2591,0.410779,2544,2695789,2591
1624,1,0,1.64229,9.91907,16.6764,0.636171,28,6.77763,0.3526,0.191112,0.00331437,0.00245206,6.37284,0,92,7,0,214,0,0,0,0,0,0.877765,3152,0.0172275,3152,0.0155809,3152,0.844761,3152,0.715983,2791,0.0005198,2791,0.0186712,491,0.0013427,350,0.695104,2791,0.0052672,2791,0.0030954,2744,0.0121609,16,0.00176,38,0.0009263,2767,0.0407524,2791,0.0212294,2791,0.0008094,2791,0.0024649,2791,0.604627,2791,0.100341,2791,0.0487736,2791,0.446263,2744,2931389,2791
1724,1,0,1.1496,8.16517,15.8253,0.666258,31,6.54547,0.351297,0.154879,0.00359113,0.00266908,6.82458,0,87,6,0,214,0,0,0,0,0,0.94547,3352,0.0177653,3352,0.0166974,3352,0.9108,3352,0.772366,2991,0.000557,2991,0.0191399,508,0.0014061,375,0.750891,2991,0.0056499,2991,0.0033455,2944,0.0121609,16,0.0018946,41,0.0010002,2967,0.041895,2991,0.0228393,2991,0.0008721,2991,0.0024958,2991,0.656585,2991,0.109556,2991,0.0527751,2991,0.484097,2944,3166989,2991
1824,1,0,0.804721,6.69308,14.9121,0.626818,29,6.07243,0.331945,0.0874878,0.00292651,0.00241076,6.58792,0,84,6,0,214,0,0,0,0,0,1.01164,3552,0.018195,3552,0.0177109,3552,0.975514,3552,0.827573,3191,0.0005943,3191,0.0198524,532,0.001482,400,0.805249,3191,0.0060191,3191,0.0035892,3144,0.0121609,16,0.001914,42,0.0010706,3167,0.043409,3191,0.0244549,3191,0.0009307,3191,0.0025832,3191,0.706815,3191,0.118471,3191,0.0566226,3191,0.520713,3144,3401115,3191
1924,1,0,0.563304,5.46713,13.9676,0.622875,29,5.44091,0.32062,0.0546673,0.00310068,0.0023142,6.36015,0,73,6,0,214,0,0,0,0,0,1.07912,3752,0.0186033,3752,0.0187049,3752,1.04159,3752,0.884215,3391,0.000649,3391,0.0215666,580,0.0015597,425,0.860022,3391,0.0063747,3391,0.003828,3344,0.0121609,16,0.0019217,44,0.0011322,3355,0.0469136,3391,0.0258957,3391,0.000989,3391,0.0027662,3391,0.755605,3391,0.127004,3391,0.0603381,3391,0.5565,3344,3631138,3391
2024,1,0,0.394313,4.45257,13.0161,0.653101,29,3.73006,0.292685,0.0468241,0.0032492,0.00238523,6.55034,0,41,8,0,214,0,0,0,0,0,1.14736,3952,0.0190332,3952,0.0197545,3952,1.10833,3952,0.941316,3591,0.0006858,3591,0.0225563,610,0.0016343,450,0.915992,3591,0.0067666,3591,0.0040821,3544,0.0121609,16,0.0019402,46,0.001205,3555,0.0486841,3591,0.0275222,3591,0.0010466,3591,0.0028666,3591,0.807141,3591,0.136096,3591,0.0642595,3591,0.594188,3544,3865612,3591
2124,1,0,0.276019,3.61726,12.0762,0.665741,29,3.34419,0.204627,0.0460093,0.00303648,0.00244946,6.80236,0,48,5,0,214,0,0,0,0,0,1.21318,4152,0.0194827,4152,0.0207941,4152,1.17266,4152,0.995952,3791,0.0007225,3791,0.0229929,626,0.0016983,475,0.970066,3791,0.0071449,3791,0.0043327,3744,0.0121609,16,0.001964,47,0.0012752,3755,0.0495188,3791,0.0290919,3791,0.0011044,3791,0.0028973,3791,0.857859,3791,0.145122,3791,0.0681953,3791,0.631067,3744,4101212,3791
